"name","birth","death","won_award","country","age","field","profession"
"Paul Lorenzen",1910,"1994",1,"BEL",84,"Logic","Researcher"
"Fritz John",1910,"1994",1,"COL",84,"Analysis","Researcher"
"Israel Nathan Herstein",1920,"1988",1,"POL",68,"None","Researcher"
"Hermann Rothe",1880,"1923",0,"AUT",43,"Algebra","Researcher"
"Herbert Busemann",1900,"1994",0,"COL",94,"Geometry","Researcher"
"Harry Bateman",1880,"1946",1,"BOL",66,"General","Researcher"
"Robert Giffen",1830,"1910",1,"GBR",80,"Statistics","Economist"
"Ernst Schröder",1840,"1902",0,"DEU",62,"General","Researcher"
"Paul A. Catlin",1940,"1995",0,"CAN",55,"Combinatorics","Researcher"
"Carlo Emilio Bonferroni",1890,"1960",0,"ITA",70,"Probability","Researcher"
"Charles Spearman",1860,"1945",1,"BLZ",85,"Applied Mathematics","Psychologist"
"Martin Gardner",1910,"2010",0,"PAK",100,"General","Researcher"
"Hans Zassenhaus",1910,"1991",0,"CHE",81,"Algebra","Researcher"
"Nikolay Mitrofanovich Krylov",1870,"1955",1,"RUS",85,"Physics","Researcher"
"Federico Commandino",1500,"1575",0,"ITA",75,"General","Researcher"
"Zdenek Frolík",1930,"1989",0,"CZE",59,"Topology","Researcher"
"Detlef Gromoll",1930,"2008",0,"COL",78,"Geometry","Researcher"
"Gabriel Mouton",1610,"1694",0,"ATG",84,"General","Priest"
"Eric Harold Neville",1880,"1961",0,"BLZ",81,"General","Researcher"
"Traian Lalescu",1880,"1929",0,"ROU",49,"Analysis","Researcher"
"Pietro Mengoli",1620,"1686",0,"ITA",66,"General","Researcher"
"William Feller",1900,"1970",1,"BIH",70,"Probability","Researcher"
"Nikoloz Muskhelishvili",1890,"1976",1,"GEO",86,"Analysis","Researcher"
"Mary Celine Fasenmyer",1900,"1996",0,"USA",96,"Analysis","Researcher"
"François Arago",1780,"1853",1,"FRA",73,"Physics","Astronomer"
"Gordon Welchman",1900,"1985",0,"CAN",85,"General","Researcher"
"Johannes van der Corput",1890,"1975",0,"NLD",85,"Number Theory","Researcher"
"Jean-Christophe Yoccoz",1950,"2016",1,"CAN",66,"General","Researcher"
"Louis Bachelier",1870,"1946",0,"CAN",76,"Probability","Researcher"
"E. M. Wright",1900,"2005",0,"GBR",105,"Number Theory","Researcher"
"Vyacheslav Ivanovich Lebedev",1930,"2010",1,"RUS",80,"Computer Science","Researcher"
"Theodor Vahlen",1860,"1945",0,"AUT",85,"Number Theory","Researcher"
"Heinrich Franz Friedrich Tietze",1880,"1964",1,"AUT",84,"Algebra","Researcher"
"Henry Thomas Colebrooke",1760,"1837",1,"BLZ",77,"Applied Mathematics","Botanist"
"Colin Maclaurin",1690,"1746",1,"BLZ",56,"General","Researcher"
"Alfred Brauer",1890,"1985",0,"DEU",95,"Number Theory","Researcher"
"Gösta Mittag-Leffler",1840,"1927",0,"SWE",87,"General","Researcher"
"W. V. D. Hodge",1900,"1975",1,"GBR",75,"General","Researcher"
"Mark Vishik",1920,"2012",0,"UKR",92,"Analysis","Researcher"
"James Hopwood Jeans",1870,"1946",1,"GBR",76,"Physics","Researcher"
"Satyendra Nath Bose",1890,"1974",1,"IND",84,"Physics","Physicist"
"Dmitri Anosov",1930,"2014",1,"RUS",84,"Analysis","Researcher"
"Willem de Sitter",1870,"1934",1,"NLD",64,"Physics","Astronomer"
"Ismaël Bullialdus",1600,"1694",1,"CHN",94,"Physics","Astronomer"
"Ellice Horsburgh",1870,"1935",1,"AUS",65,"Applied Mathematics","Researcher"
"François Thureau-Dangin",1870,"1944",0,"CAN",74,"Applied Mathematics","Anthropologist"
"Rajeev Motwani",1960,"2009",1,"IND",49,"Computer Science","Researcher"
"Pierre Raymond de Montmort",1670,"1719",1,"CAN",49,"General","Researcher"
"Akif Jafar Hajiyev",1930,"2015",0,"AZE",85,"Analysis","Researcher"
"Monroe D. Donsker",1920,"1991",0,"AUS",71,"Probability","Researcher"
"Edwin Thompson Jaynes",1920,"1998",0,"AUS",78,"Statistics","Physicist"
"John Alan Robinson",1930,"2016",1,"BRB",86,"General","Researcher"
"Gabriel Lamé",1790,"1870",1,"FRA",80,"General","Researcher"
"Philip Hall",1900,"1982",1,"GBR",82,"None","Researcher"
"Peter Ludwig Mejdell Sylow",1830,"1918",1,"DNK",88,"Algebra","Researcher"
"Pierre Wantzel",1810,"1848",0,"CAN",38,"Geometry","Researcher"
"Nicolaus I Bernoulli",1680,"1759",1,"BEL",79,"Probability","Researcher"
"Denis Sargan",1920,"1996",0,"AUS",76,"Applied Mathematics","Economist"
"Vadim Yefremovich",1900,"1989",0,"UKR",89,"Analysis","Researcher"
"Ludwig Stickelberger",1850,"1936",0,"AFG",86,"Number Theory","Researcher"
"George Green (mathematician)",1790,"1841",0,"CAN",51,"Analysis","Researcher"
"Derrick Henry Lehmer",1900,"1991",1,"AUS",91,"Number Theory","Researcher"
"Federico Cafiero",1910,"1980",0,"ITA",70,"Analysis","Researcher"
"Emilio Bajada",1910,"1984",0,"EGY",74,"Analysis","Researcher"
"Paul Gustav Heinrich Bachmann",1830,"1920",0,"COL",90,"Algebra","Researcher"
"Henri Brocard",1840,"1922",1,"FRA",82,"Geometry","Researcher"
"Alfred Horn",1910,"2001",0,"USA",91,"Algebra","Researcher"
"Arthur Byron Coble",1870,"1966",0,"AUS",96,"Algebra","Researcher"
"Olga Ladyzhenskaya",1920,"2004",1,"RUS",84,"Analysis","Researcher"
"Heiner Zieschang",1930,"2004",1,"BEL",74,"Topology","Researcher"
"Joseph Liouville",1800,"1882",1,"FRA",82,"Analysis","Researcher"
"Joseph L. Doob",1910,"2004",1,"COL",94,"Probability","Researcher"
"Vitold Shmulyan",1910,"1944",0,"KAZ",34,"Applied Mathematics","Researcher"
"Johann Benedict Listing",1800,"1882",0,"DEU",82,"Topology","Researcher"
"Alexander Friedmann",1880,"1925",1,"RUS",45,"Physics","Researcher"
"Vladimir Andrunakievich",1910,"1997",1,"RUS",87,"None","Researcher"
"Andrzej Grzegorczyk",1920,"2014",0,"JAM",94,"Logic","Researcher"
"Nicolas Léonard Sadi Carnot",1790,"1832",0,"CAN",42,"Physics","Researcher"
"Lorenzo Mascheroni",1750,"1800",0,"ITA",50,"Geometry","Researcher"
"Vitalii Ditkin",1910,"1987",1,"RUS",77,"Computer Science","Researcher"
"Arnold S. Shapiro",1920,"1962",0,"BOL",42,"Topology","Researcher"
"Paul Epstein",1870,"1939",0,"DEU",69,"Number Theory","Researcher"
"Sylvestre François Lacroix",1760,"1843",0,"CAN",83,"General","Researcher"
"Brook Taylor",1680,"1731",1,"AUS",51,"Analysis","Researcher"
"Aizik Volpert",1920,"2006",0,"UKR",86,"Analysis","Researcher"
"Anatoly Maltsev",1900,"1967",1,"RUS",67,"Computer Science","Researcher"
"Erika Pannwitz",1900,"1975",0,"DEU",75,"Topology","Researcher"
"Alexander Ostrowski",1890,"1986",0,"RUS",96,"None","Researcher"
"Michel Deza",1930,"2016",0,"RUS",86,"Combinatorics","Researcher"
"Baha<U+02BE> al-din al-<U+02BF>Amili",1540,"1622",0,"LBN",82,"General","Researcher"
"Raphael M. Robinson",1910,"1995",0,"USA",85,"Combinatorics","Researcher"
"Étienne Bézout",1730,"1783",0,"DZA",53,"Number Theory","Researcher"
"Ennio de Giorgi",1920,"1996",0,"ITA",76,"Analysis","Researcher"
"Stephen Cole Kleene",1900,"1994",1,"GBR",94,"Computer Science","Researcher"
"Leonard Eugene Dickson",1870,"1954",1,"PNG",84,"None","Researcher"
"Jean-Jacques Moreau",1920,"2014",0,"FRA",94,"General","Researcher"
"Hanna Neumann",1910,"1971",0,"COL",61,"Algebra","Researcher"
"Caspar Wessel",1740,"1818",0,"NOR",78,"General","Researcher"
"Richard Lashof",1920,"2010",0,"BRA",90,"Topology","Researcher"
"Paolo Ruffini",1760,"1822",0,"ITA",62,"None","Researcher"
"Andrei Petrovich Kiselyov",1850,"1940",1,"RUS",90,"Analysis","Researcher"
"Jurjen Ferdinand Koksma",1900,"1964",0,"NLD",64,"Number Theory","Researcher"
"Hermann Hankel",1830,"1873",0,"BEL",43,"Analysis","Researcher"
"Sarvadaman Chowla",1900,"1995",1,"BLZ",95,"Number Theory","Researcher"
"Paul-André Meyer",1930,"2003",1,"FRA",73,"Probability","Researcher"
"Alexander Gelfond",1900,"1968",1,"RUS",68,"Number Theory","Researcher"
"James Clerk Maxwell",1830,"1879",1,"GBR",49,"Physics","Physicist"
"Ruan Yuan",1760,"1849",0,"CHN",89,"Applied Mathematics","Researcher"
"Jerzy Neyman",1890,"1981",1,"IDN",91,"Analysis","Researcher"
"Camille Jordan",1830,"1922",1,"ATG",92,"Algebra","Researcher"
"Abraham Adrian Albert",1900,"1972",1,"BLZ",72,"None","Researcher"
"Tatyana Afanasyeva",1870,"1964",0,"RUS",94,"Probability","Researcher"
"Carl Ludwig Siegel",1890,"1981",1,"COL",91,"Number Theory","Researcher"
"Paul Finsler",1890,"1970",0,"DEU",80,"Geometry","Researcher"
"Józef Maria Hoene-Wronski",1770,"1853",0,"POL",83,"General","Researcher"
"Niels Henrik Abel",1800,"1829",1,"NOR",29,"Algebra","Researcher"
"Kiyosi Itô",1910,"2008",1,"JPN",98,"Probability","Researcher"
"Ernesto Cesàro",1850,"1906",0,"ITA",56,"Geometry","Researcher"
"Mary Ellen Rudin",1920,"2013",0,"USA",93,"Topology","Researcher"
"Graham Higman",1910,"2008",1,"AUS",98,"Algebra","Researcher"
"Kiiti Morita",1910,"1995",0,"JPN",85,"None","Researcher"
"András Hajnal",1930,"2016",0,"HUN",86,"Combinatorics","Researcher"
"Jagdish Chandra Bose",1850,"1937",1,"IND",87,"Physics","Physicist"
"George Ballard Mathews",1860,"1922",1,"GBR",62,"Number Theory","Researcher"
"Gerard Laman",1920,"2009",0,"NLD",89,"General","Researcher"
"Antoni Zygmund",1900,"1992",1,"JAM",92,"Analysis","Researcher"
"Girard Desargues",1590,"1661",0,"ATG",71,"Geometry","Researcher"
"Juliusz Schauder",1890,"1943",0,"UKR",53,"Analysis","Researcher"
"Erhard Schmidt",1870,"1959",1,"EST",89,"Applied Mathematics","Researcher"
"Ferdinand Georg Frobenius",1840,"1917",0,"DEU",77,"None","Researcher"
"Horst Schubert",1910,"2001",0,"DEU",91,"Topology","Researcher"
"Joseph Bertrand",1820,"1900",1,"CAN",80,"Probability","Researcher"
"Ferdinand Minding",1800,"1885",1,"POL",85,"Geometry","Researcher"
"Richard Brauer",1900,"1977",1,"DEU",77,"Algebra","Researcher"
"Patrick Suppes",1920,"2014",1,"PAK",94,"Combinatorics","Researcher"
"Fritz Gassmann",1890,"1990",0,"CHE",100,"Number Theory","Researcher"
"Théophile Pépin",1820,"1904",0,"FRA",84,"Number Theory","Researcher"
"José Luis Massera",1910,"2002",1,"AUS",92,"Analysis","Researcher"
"Gotthold Eisenstein",1820,"1852",0,"COL",32,"Number Theory","Researcher"
"Ernest Barnes",1870,"1953",1,"GBR",83,"General","Researcher"
"Karl F. Sundman",1870,"1949",0,"FIN",79,"General","Researcher"
"André Weil",1900,"1998",1,"CAN",98,"Geometry","Researcher"
"Hans Heilbronn",1900,"1975",1,"COL",75,"Number Theory","Researcher"
"Grigore Moisil",1900,"1973",1,"ROU",73,"Logic","Researcher"
"Paul Bernays",1880,"1977",0,"BLZ",97,"Logic","Researcher"
"Alfred Pringsheim",1850,"1941",0,"LTU",91,"General","Researcher"
"Vito Volterra",1860,"1940",1,"AUS",80,"Analysis","Researcher"
"Ilya Piatetski-Shapiro",1920,"2009",1,"RUS",89,"Number Theory","Researcher"
"Shimon Even",1930,"2004",0,"ISR",74,"Combinatorics","Researcher"
"Yuri Prokhorov",1920,"2013",1,"RUS",93,"Probability","Researcher"
"Joseph Wedderburn",1880,"1948",1,"GBR",68,"None","Researcher"
"Nikita Moiseyev",1910,"2000",1,"RUS",90,"Computer Science","Researcher"
"Johann Euler",1730,"1800",1,"RUS",70,"General","Researcher"
"Karl Wilhelm Feuerbach",1800,"1834",0,"DEU",34,"Geometry","Researcher"
"Boris Koyalovich",1860,"1941",0,"RUS",81,"Probability","Researcher"
"Lars Gårding",1910,"2014",0,"SWE",104,"Analysis","Researcher"
"Eugenio Elia Levi",1880,"1917",0,"BLR",37,"Analysis","Researcher"
"Ada Lovelace",1810,"1852",0,"BLZ",42,"Computer Science","Researcher"
"Theodor Molien",1860,"1941",1,"AFG",81,"Algebra","Researcher"
"Pierre Varignon",1650,"1722",1,"ESP",72,"Analysis","Researcher"
"Yutaka Taniyama",1920,"1958",0,"IND",38,"Number Theory","Researcher"
"Robert Edmund Edwards",1920,"2000",0,"BLZ",80,"Applied Mathematics","Researcher"
"Alexander Anderson (mathematician)",1580,"1620",0,"ATG",40,"None","Researcher"
"Jakow Trachtenberg",1880,"1953",0,"UKR",73,"General","Researcher"
"Maxime Bôcher",1860,"1918",0,"BOL",58,"Analysis","Researcher"
"Abel Transon",1800,"1876",1,"ARG",76,"General","Researcher"
"Friedrich Bessel",1780,"1846",1,"AUS",66,"General","Astronomer"
"Alfred Young",1870,"1940",1,"GBR",70,"Combinatorics","Researcher"
"Emanuels Grinbergs",1910,"1982",0,"RUS",72,"Combinatorics","Researcher"
"Johan Jensen (mathematician)",1850,"1925",0,"DNK",75,"Number Theory","Researcher"
"Kenjiro Shoda",1900,"1977",1,"JPN",77,"General","Researcher"
"Pieter Hendrik Schoute",1840,"1913",0,"NLD",73,"Geometry","Researcher"
"Herman Auerbach",1900,"1942",0,"UKR",42,"General","Researcher"
"Pavel Alexandrov",1890,"1982",1,"RUS",92,"Topology","Researcher"
"Horst Sachs",1920,"2016",1,"DEU",96,"Combinatorics","Researcher"
"Kari Karhunen",1910,"1992",0,"FIN",82,"Probability","Researcher"
"Adrien-Marie Legendre",1750,"1833",1,"CAN",83,"Number Theory","Researcher"
"Pierre Gabriel",1930,"2015",0,"FRA",85,"General","Researcher"
"Robert Richard Anstice",1810,"1853",0,"GBR",43,"Combinatorics","Researcher"
"Louis Poinsot",1770,"1859",1,"AUS",89,"Physics","Researcher"
"Karl Weissenberg",1890,"1976",1,"AUT",86,"Physics","Researcher"
"Jovan Karamata",1900,"1967",0,"BIH",67,"Analysis","Researcher"
"Johannes Fallati",1800,"1855",0,"DEU",55,"Statistics","Economist"
"Jacques Herbrand",1900,"1931",0,"CAN",31,"Logic","Researcher"
"Robert Fricke",1860,"1930",0,"DEU",70,"Analysis","Researcher"
"Gabriel Andrew Dirac",1920,"1984",0,"HUN",64,"Combinatorics","Researcher"
"Frank Spitzer",1920,"1992",1,"AUT",72,"Probability","Researcher"
"Francis Sowerby Macaulay",1860,"1937",1,"GBR",77,"Geometry","Researcher"
"Jérôme Franel",1850,"1939",0,"CHE",89,"Number Theory","Researcher"
"Ervand Kogbetliantz",1880,"1974",0,"RUS",94,"General","Researcher"
"Agner Krarup Erlang",1870,"1929",0,"AUS",59,"Applied Mathematics","Researcher"
"Cathleen Synge Morawetz",1920,"2017",1,"AUS",97,"Analysis","Researcher"
"Kosaku Yosida",1900,"1990",1,"JPN",90,"Analysis","Researcher"
"Joseph Jean Baptiste Neuberg",1840,"1926",1,"LUX",86,"General","Researcher"
"Lucio Lombardo-Radice",1910,"1982",0,"AGO",72,"Combinatorics","Researcher"
"Frederick Valentine Atkinson",1910,"2002",0,"BLZ",92,"Analysis","Researcher"
"Constantin Carathéodory",1870,"1950",0,"COL",80,"Analysis","Researcher"
"Charles Babbage",1790,"1871",1,"BLZ",81,"General","Researcher"
"Georges de Rham",1900,"1990",1,"CHE",90,"Topology","Researcher"
"Henry John Stephen Smith",1820,"1883",1,"AUS",63,"Number Theory","Researcher"
"Jean-Robert Argand",1760,"1822",0,"CHE",62,"Analysis","Researcher"
"Wilhelm Klingenberg",1920,"2010",0,"AUT",90,"Geometry","Researcher"
"Édouard Roche",1820,"1883",1,"FRA",63,"Physics","Astronomer"
"Nicolas de Malézieu",1650,"1727",0,"CAN",77,"Applied Mathematics","Researcher"
"Anatoli Georgievich Vitushkin",1930,"2004",1,"RUS",74,"Computer Science","Researcher"
"Emil Grosswald",1910,"1989",0,"ROU",79,"Analysis","Researcher"
"H. F. Baker",1860,"1956",1,"AUS",96,"Analysis","Researcher"
"Gaston Tarry",1840,"1913",0,"FRA",73,"Combinatorics","Researcher"
"Dudley E. Littlewood",1900,"1979",0,"BLZ",79,"Algebra","Researcher"
"James Waddell Alexander II",1880,"1971",1,"USA",91,"Topology","Researcher"
"Martin Ohm",1790,"1872",0,"DEU",82,"General","Researcher"
"Frank Morley",1860,"1937",0,"AUS",77,"Geometry","Researcher"
"Luigi Bianchi",1850,"1928",0,"CHN",78,"Geometry","Researcher"
"Frank P. Ramsey",1900,"1930",0,"AUS",30,"Combinatorics","Researcher"
"Paul Matthieu Hermann Laurent",1840,"1908",1,"LUX",68,"Analysis","Researcher"
"Aleksei Fedorovich Filippov",1920,"2006",1,"RUS",86,"Analysis","Researcher"
"Jakob Rosanes",1840,"1922",0,"BLR",82,"Geometry","Researcher"
"Felix Pollaczek",1890,"1981",1,"AUT",91,"Applied Mathematics","Researcher"
"E. T. Whittaker",1870,"1956",1,"AUS",86,"General","Researcher"
"E. H. Moore",1860,"1932",0,"USA",72,"Geometry","Researcher"
"Stanislaw Golab",1900,"1980",0,"AUT",80,"Geometry","Researcher"
"Emanuel Lasker",1860,"1941",1,"POL",81,"None","Researcher"
"Willebrord Snellius",1580,"1626",0,"NLD",46,"General","Astronomer"
"Paul Olum",1910,"2001",0,"USA",91,"Topology","Researcher"
"Sophus Lie",1840,"1899",1,"NOR",59,"Algebra","Researcher"
"Yevgenii Vasilevich Zolotov",1920,"1990",1,"AUS",70,"Computer Science","Researcher"
"Bronislaw Knaster",1890,"1980",0,"JAM",90,"Topology","Researcher"
"Jacobus Golius",1590,"1667",0,"NLD",77,"Applied Mathematics","Researcher"
"Gordon Thomas Whyburn",1900,"1969",1,"USA",69,"Topology","Researcher"
"Eduard Heine",1820,"1881",0,"COL",61,"Analysis","Researcher"
"Zoltán Tibor Balogh",1950,"2002",0,"HUN",52,"Topology","Researcher"
"Gerolamo Cardano",1500,"1576",0,"COL",76,"General","Philosopher"
"Albert Ingham",1900,"1967",1,"AUS",67,"Number Theory","Researcher"
"Dmitri Egorov",1860,"1931",1,"RUS",71,"Geometry","Researcher"
"William Kingdon Clifford",1840,"1879",1,"AUS",39,"None","Researcher"
"Paul Stäckel",1860,"1919",0,"COL",59,"Geometry","Researcher"
"Peter M. Gruber",1940,"2017",1,"AUT",77,"Geometry","Researcher"
"Émile Lemoine",1840,"1912",1,"FRA",72,"Geometry","Researcher"
"Aleksandr Lyapunov",1850,"1918",0,"RUS",68,"Analysis","Researcher"
"Otto Schilling",1910,"1973",0,"DEU",63,"None","Researcher"
"Mstislav Keldysh",1910,"1978",1,"AFG",68,"General","Researcher"
"Lazarus Fuchs",1830,"1902",1,"ITA",72,"Analysis","Researcher"
"Karel deLeeuw",1930,"1978",0,"BLZ",48,"Analysis","Researcher"
"Marian Rejewski",1900,"1980",1,"POL",80,"General","Researcher"
"Emmy Noether",1880,"1935",1,"DEU",55,"None","Researcher"
"Edward Bromhead",1780,"1855",0,"AUS",75,"Analysis","Researcher"
"Peter Tait (physicist)",1830,"1901",1,"AUS",71,"Physics","Researcher"
"Joseph Liberman",1910,"1941",0,"UKR",31,"Applied Mathematics","Researcher"
"Olga Tsuberbiller",1880,"1975",0,"RUS",95,"General","Teacher"
"Lucien Le Cam",1920,"2000",0,"FRA",80,"Probability","Researcher"
"Valentina Borok",1930,"2004",0,"UKR",74,"Analysis","Researcher"
"Ingram Olkin",1920,"2016",1,"USA",96,"Combinatorics","Researcher"
"Arthur Lyon Bowley",1860,"1957",1,"CAN",97,"Applied Mathematics","Economist"
"Georges Henri Halphen",1840,"1889",1,"BRB",49,"Geometry","Researcher"
"George David Birkhoff",1880,"1944",0,"USA",64,"Topology","Researcher"
"J. H. van Lint",1930,"2004",1,"IDN",74,"Combinatorics","Researcher"
"Felice Casorati (mathematician)",1830,"1890",0,"COL",60,"Analysis","Researcher"
"Nicholas Metropolis",1910,"1999",1,"BLZ",89,"Physics","Researcher"
"Chris Heyde",1930,"2008",0,"AUS",78,"Probability","Researcher"
"Raoul Bott",1920,"2005",1,"HUN",85,"Geometry","Researcher"
"Boris Vladimirovich Gnedenko",1910,"1995",1,"RUS",85,"Probability","Researcher"
"Eberhard Hopf",1900,"1983",1,"AUT",83,"Topology","Researcher"
"Abraham Fraenkel",1890,"1965",1,"DEU",75,"Combinatorics","Researcher"
"Hans Hahn (mathematician)",1870,"1934",1,"AUT",64,"Combinatorics","Researcher"
"Raoul Bricard",1870,"1943",1,"CAN",73,"Geometry","Researcher"
"Olry Terquem",1780,"1862",1,"AUS",82,"Geometry","Researcher"
"Aleksandr Khinchin",1890,"1959",1,"RUS",69,"Probability","Researcher"
"Egbert van Kampen",1900,"1942",0,"BEL",42,"Topology","Researcher"
"Elwin Bruno Christoffel",1820,"1900",0,"DEU",80,"Geometry","Researcher"
"Grégoire de Saint-Vincent",1580,"1667",0,"BEL",87,"Geometry","Researcher"
"Victor Puiseux",1820,"1883",0,"FRA",63,"General","Researcher"
"Georg Scheffers",1860,"1945",0,"DEU",85,"Geometry","Researcher"
"Michel Loève",1900,"1979",0,"AUS",79,"Probability","Researcher"
"Stanislaw Jaskowski",1900,"1965",0,"JAM",65,"Logic","Researcher"
"Jean-Étienne Montucla",1720,"1799",0,"ATG",79,"Applied Mathematics","Researcher"
"Leopold Gegenbauer",1840,"1903",0,"AUT",63,"General","Researcher"
"Olaus Henrici",1840,"1918",1,"DEU",78,"General","Researcher"
"Georg Mohr",1640,"1697",0,"DNK",57,"General","Researcher"
"Henri Dulac",1870,"1955",0,"FRA",85,"General","Researcher"
"August Adler",1860,"1923",0,"CZE",63,"Geometry","Researcher"
"Sergei Sobolev",1900,"1989",1,"RUS",89,"Physics","Researcher"
"Brian Hartley",1930,"1994",0,"GBR",64,"Algebra","Researcher"
"Stefan Mazurkiewicz",1880,"1945",0,"JAM",65,"Analysis","Researcher"
"Carl Benjamin Boyer",1900,"1976",1,"USA",76,"Applied Mathematics","Researcher"
"John Selfridge",1920,"2010",0,"USA",90,"Number Theory","Researcher"
"Percy Alexander MacMahon",1850,"1929",1,"MLT",79,"Combinatorics","Researcher"
"Louis J. Mordell",1880,"1972",1,"BRA",92,"Number Theory","Researcher"
"Jean Delsarte",1900,"1968",1,"FRA",68,"Analysis","Researcher"
"E. M. V. Krishnamurthy",1930,"2012",1,"IND",82,"Combinatorics","Researcher"
"Friedrich Wilhelm Levi",1880,"1966",0,"FRA",86,"Algebra","Researcher"
"Ivan Ivanov (mathematician)",1860,"1939",0,"RUS",79,"Number Theory","Researcher"
"Sergei Nikolaevich Chernikov",1910,"1987",1,"RUS",77,"Algebra","Researcher"
"Alexandru Ghika",1900,"1964",0,"ROU",64,"Analysis","Researcher"
"Sergey Mergelyan",1920,"2008",1,"UKR",88,"Analysis","Researcher"
"Pierre de Fermat",1600,"1665",0,"FRA",65,"Number Theory","Researcher"
"Giuseppe Vitali",1870,"1932",0,"ITA",62,"Analysis","Researcher"
"John Maynard Smith",1920,"2004",1,"BLZ",84,"Applied Mathematics","Biologist"
"László Rédei",1900,"1980",1,"HUN",80,"None","Researcher"
"Boris Levin",1900,"1993",0,"UKR",93,"Analysis","Researcher"
"Margherita Piazzola Beloch",1870,"1976",0,"ITA",106,"Geometry","Researcher"
"L. E. J. Brouwer",1880,"1966",1,"NLD",86,"Analysis","Researcher"
"Ernst Meissel",1820,"1895",0,"DEU",75,"Number Theory","Astronomer"
"Kurt Reidemeister",1890,"1971",0,"AUS",81,"Topology","Researcher"
"Paul Erdos",1910,"1996",1,"HUN",86,"Probability","Researcher"
